order_id,customer_id,order_date,product_id,category,price,quantity,payment_method,region,total_amount
171,9698,2025-03-16,407,食品,4529,4,PayPay,福岡,18116
172,4089,2025-03-05,669,書籍,17483,2,現金,福岡,34966
173,5475,2024-07-15,504,家電,5895,4,クレジットカード,札幌,23580
174,5089,2024-08-27,208,家電,14451,1,現金,札幌,14451
175,7367,2024-05-31,757,家具,12399,3,PayPay,大阪,37197
176,7720,2024-09-30,658,家電,1092,1,クレジットカード,大阪,1092
177,6342,2024-10-17,668,衣類,2165,3,PayPay,福岡,6495
178,3733,2025-02-05,126,家電,10650,4,クレジットカード,札幌,42600
179,3978,2024-05-09,311,衣類,16654,2,楽天ペイ,大阪,33308
180,2018,2024-07-04,878,衣類,5192,1,クレジットカード,札幌,5192
181,8374,2024-08-30,499,食品,15610,2,PayPay,名古屋,31220
182,6257,2024-09-08,661,衣類,13499,2,現金,名古屋,26998
183,4241,2025-02-23,462,家電,15648,2,PayPay,大阪,31296
184,4940,2024-06-30,635,家具,10107,1,現金,大阪,10107
185,1519,2024-09-15,721,書籍,18153,4,銀行振込,名古屋,72612
186,5711,2024-10-26,955,衣類,11443,4,PayPay,東京,45772
187,5113,2025-04-23,594,書籍,15181,4,銀行振込,札幌,60724
188,5933,2025-01-15,257,家電,6659,4,現金,東京,26636
189,8373,2024-08-18,356,書籍,5953,2,現金,東京,11906
190,6928,2024-11-28,361,書籍,3255,4,現金,大阪,13020
191,7683,2025-02-02,155,家具,11244,3,PayPay,大阪,33732
192,3810,2024-12-24,131,家電,7887,1,クレジットカード,札幌,7887
193,4864,2024-11-06,879,書籍,6342,3,PayPay,東京,19026
194,7159,2024-06-30,193,衣類,13473,2,現金,東京,26946
195,1861,2024-11-17,555,家電,13830,1,PayPay,東京,13830
196,3229,2024-12-20,802,家電,6884,1,PayPay,名古屋,6884
197,1997,2025-04-05,363,衣類,12778,2,PayPay,東京,25556
198,2901,2024-06-06,143,家電,3073,2,クレジットカード,福岡,6146
199,2133,2024-06-26,640,家具,6876,4,銀行振込,名古屋,27504
200,3027,2024-08-09,759,書籍,18174,1,楽天ペイ,福岡,18174
201,8193,2024-11-10,732,書籍,13987,2,銀行振込,福岡,27974
202,8455,2024-11-22,912,食品,11204,1,クレジットカード,札幌,11204
203,9403,2024-09-17,119,書籍,6468,2,楽天ペイ,名古屋,12936
204,8455,2025-04-20,586,書籍,6140,2,現金,大阪,12280
205,2924,2024-06-04,262,衣類,2624,1,銀行振込,福岡,2624
206,1848,2025-01-16,345,食品,16915,2,現金,札幌,33830
207,9007,2025-04-28,866,家電,1900,4,楽天ペイ,大阪,7600
208,9453,2025-03-21,492,書籍,15212,1,PayPay,東京,15212
209,2793,2025-01-06,221,衣類,8008,3,PayPay,福岡,24024
210,7287,2024-06-23,914,家具,8755,3,楽天ペイ,大阪,26265
211,1442,2024-08-03,160,家電,2508,3,現金,名古屋,7524
212,6612,2024-06-30,747,衣類,3253,2,現金,東京,6506
213,3115,2024-05-24,644,食品,1444,4,現金,福岡,5776
214,3038,2024-05-14,960,書籍,6906,4,銀行振込,大阪,27624
215,7477,2025-02-21,942,衣類,17584,3,現金,大阪,52752
216,7792,2024-08-09,962,衣類,18523,4,クレジットカード,福岡,74092
217,6702,2024-10-17,919,食品,9063,3,銀行振込,東京,27189
218,7070,2024-09-18,869,衣類,3955,3,PayPay,東京,11865
219,4905,2025-05-03,216,書籍,15284,3,クレジットカード,名古屋,45852
220,8168,2025-01-23,762,食品,14520,4,PayPay,札幌,58080
221,3426,2024-11-23,260,家電,13512,1,銀行振込,福岡,13512
222,4505,2025-01-22,421,家電,11876,3,クレジットカード,名古屋,35628
223,3940,2024-07-14,181,食品,18652,3,PayPay,大阪,55956
224,6021,2024-12-08,273,家電,3660,3,PayPay,福岡,10980
225,7479,2024-12-27,316,衣類,2148,1,クレジットカード,東京,2148
226,8358,2025-05-03,924,家具,5916,4,PayPay,札幌,23664
227,5501,2025-04-26,131,食品,16688,2,PayPay,東京,33376
228,7875,2024-09-28,893,衣類,19702,2,現金,札幌,39404
229,3925,2024-11-07,549,家電,9127,3,クレジットカード,東京,27381
230,9738,2025-01-16,979,家具,14327,3,PayPay,大阪,42981
231,9273,2024-08-09,257,家電,16210,2,PayPay,札幌,32420
232,5880,2024-09-01,198,家具,14758,1,銀行振込,東京,14758
233,5904,2024-05-14,421,食品,4820,2,クレジットカード,札幌,9640
234,9768,2025-03-30,440,食品,13534,2,クレジットカード,名古屋,27068
235,6253,2024-09-05,489,衣類,2570,4,楽天ペイ,東京,10280
236,4840,2025-03-18,357,衣類,8518,2,PayPay,東京,17036
237,2837,2025-01-26,481,家電,594,4,銀行振込,福岡,2376
238,1909,2024-06-02,400,衣類,16714,2,現金,名古屋,33428
239,9721,2024-07-04,148,食品,919,2,PayPay,福岡,1838
240,8610,2024-05-06,199,書籍,719,4,PayPay,名古屋,2876
241,4994,2024-12-09,853,書籍,11083,2,銀行振込,名古屋,22166
242,5182,2025-04-05,143,衣類,2216,3,クレジットカード,福岡,6648
243,9134,2024-11-27,914,書籍,13526,2,PayPay,福岡,27052
244,1140,2025-04-19,466,家具,2883,1,PayPay,福岡,2883
245,2789,2024-10-15,330,家具,11950,1,銀行振込,福岡,11950
246,8037,2024-07-28,400,食品,6069,4,PayPay,東京,24276
247,4606,2024-12-03,614,書籍,6947,4,銀行振込,名古屋,27788
248,7127,2024-05-15,958,食品,12141,1,現金,名古屋,12141
249,1483,2024-12-10,249,書籍,10019,4,クレジットカード,札幌,40076
250,9343,2024-09-26,406,食品,16462,1,楽天ペイ,札幌,16462
251,2149,2024-06-25,497,衣類,13787,2,クレジットカード,福岡,27574
252,1674,2024-10-14,509,家電,7738,3,クレジットカード,福岡,23214
253,1960,2024-08-03,460,書籍,8786,4,クレジットカード,大阪,35144
254,5942,2024-05-10,663,家具,6200,1,現金,札幌,6200
255,2504,2024-09-13,634,衣類,3346,2,PayPay,東京,6692
256,8169,2025-03-31,744,家電,18607,2,銀行振込,札幌,37214
257,1640,2025-03-29,643,家具,4585,4,現金,名古屋,18340
258,3699,2025-05-02,276,書籍,15907,2,楽天ペイ,札幌,31814
259,1301,2024-12-06,558,家具,4587,2,PayPay,札幌,9174
260,4385,2025-03-20,288,家具,8426,3,現金,東京,25278
261,3984,2024-12-09,420,家電,18321,3,楽天ペイ,名古屋,54963
262,9353,2024-08-09,724,家電,15126,3,PayPay,東京,45378
263,9265,2024-10-23,429,家電,12916,3,現金,東京,38748
264,4955,2024-05-16,437,書籍,5382,1,PayPay,大阪,5382
265,6520,2024-12-20,268,書籍,16874,4,銀行振込,東京,67496
266,9195,2024-11-19,261,食品,12215,2,クレジットカード,札幌,24430
267,2790,2024-08-27,102,家具,10561,4,楽天ペイ,札幌,42244
268,8327,2024-12-01,278,家電,19380,4,PayPay,札幌,77520
269,7979,2025-03-30,488,書籍,4008,1,クレジットカード,東京,4008
270,5374,2025-03-30,323,書籍,10007,3,楽天ペイ,名古屋,30021
271,4600,2024-06-07,270,食品,7520,1,銀行振込,札幌,7520
272,5029,2024-07-09,431,衣類,14774,1,クレジットカード,札幌,14774
273,2390,2024-07-13,724,書籍,1326,1,現金,東京,1326
274,7187,2024-06-25,251,食品,7787,4,楽天ペイ,札幌,31148
275,7601,2024-07-27,461,食品,8800,4,PayPay,札幌,35200
276,1118,2024-08-29,656,書籍,14784,3,PayPay,福岡,44352
277,2219,2024-10-19,541,家具,10546,2,楽天ペイ,東京,21092
278,5662,2025-01-23,780,食品,9840,1,銀行振込,札幌,9840
279,3407,2024-07-15,377,食品,1057,3,PayPay,東京,3171
280,1434,2025-01-30,744,衣類,5051,4,PayPay,東京,20204
281,6417,2025-05-04,422,家具,14360,2,銀行振込,東京,28720
282,9914,2025-02-03,689,家具,10335,2,PayPay,福岡,20670
283,8808,2025-01-15,218,食品,10447,1,銀行振込,東京,10447
284,9378,2024-05-27,373,家具,12016,1,クレジットカード,名古屋,12016
285,4917,2025-04-10,355,書籍,14790,3,クレジットカード,名古屋,44370
286,7062,2025-03-22,548,書籍,9554,1,PayPay,東京,9554
287,6003,2024-12-27,577,家具,5076,2,現金,札幌,10152
288,5097,2025-01-18,488,食品,3443,2,クレジットカード,札幌,6886
289,6426,2024-06-12,687,書籍,13842,3,PayPay,大阪,41526
290,7535,2024-06-17,485,衣類,19604,2,PayPay,名古屋,39208
291,4674,2025-01-25,926,家具,4197,4,PayPay,東京,16788
292,4262,2025-04-22,752,書籍,16182,4,現金,名古屋,64728
293,4551,2025-02-17,143,家具,5487,3,クレジットカード,東京,16461
294,2459,2024-05-20,811,家電,11677,2,クレジットカード,札幌,23354
295,5923,2024-12-14,219,家電,9346,1,現金,大阪,9346
296,5747,2025-02-02,265,家具,7234,2,現金,名古屋,14468
297,4734,2024-05-12,801,家電,19293,3,銀行振込,福岡,57879
298,7223,2024-08-09,478,家具,9910,4,PayPay,福岡,39640
299,2182,2025-04-29,195,食品,10386,3,クレジットカード,札幌,31158
300,8601,2025-04-28,761,衣類,18345,4,クレジットカード,東京,73380
301,1841,2024-09-28,933,家具,15363,1,PayPay,名古屋,15363
302,1629,2024-08-13,193,食品,4691,1,現金,福岡,4691
303,9691,2024-10-21,461,家電,8709,4,クレジットカード,名古屋,34836
304,6819,2025-04-12,450,書籍,15159,4,楽天ペイ,名古屋,60636
305,9967,2024-12-08,302,食品,14172,1,楽天ペイ,福岡,14172
306,5926,2024-07-31,161,衣類,3644,2,PayPay,札幌,7288
307,3415,2025-05-06,306,家電,2996,2,銀行振込,福岡,5992
308,7571,2024-08-08,506,家電,17041,1,クレジットカード,札幌,17041
309,5043,2025-01-15,964,衣類,15485,3,PayPay,東京,46455
310,2056,2024-12-25,738,家具,19367,3,クレジットカード,大阪,58101
311,1656,2024-10-31,404,家具,17615,1,PayPay,福岡,17615
312,1693,2024-07-27,673,衣類,5570,1,PayPay,福岡,5570
313,5882,2024-10-17,824,書籍,7798,1,クレジットカード,札幌,7798
314,8973,2024-08-10,556,書籍,13466,2,楽天ペイ,札幌,26932
315,4865,2024-05-13,351,衣類,13796,4,PayPay,福岡,55184
316,2626,2024-08-13,359,衣類,7496,1,楽天ペイ,札幌,7496
317,8530,2025-01-06,430,書籍,6766,1,楽天ペイ,東京,6766
318,2251,2024-10-06,901,衣類,12770,2,銀行振込,大阪,25540
319,1365,2024-06-19,664,書籍,2537,4,クレジットカード,福岡,10148
320,6842,2024-10-21,210,書籍,17787,4,クレジットカード,札幌,71148
321,4295,2024-06-26,450,食品,9218,3,銀行振込,名古屋,27654
322,2258,2024-06-12,699,衣類,2802,2,現金,大阪,5604
323,5198,2024-11-25,612,家電,14293,3,クレジットカード,大阪,42879
324,7902,2024-10-22,983,衣類,16465,3,クレジットカード,福岡,49395
325,6384,2024-08-26,761,家具,19048,3,楽天ペイ,大阪,57144
326,9857,2024-10-22,826,家具,13921,3,PayPay,札幌,41763
327,7864,2025-03-04,300,家具,16828,1,銀行振込,大阪,16828
328,9011,2024-07-15,486,家具,18920,3,現金,名古屋,56760
329,5421,2024-10-05,990,家電,11169,4,クレジットカード,福岡,44676
330,4873,2025-04-29,538,家電,10403,3,楽天ペイ,東京,31209
331,6023,2024-07-06,751,家電,13564,3,楽天ペイ,福岡,40692
332,9968,2024-09-27,187,衣類,8883,2,クレジットカード,名古屋,17766
333,1769,2024-06-06,468,家具,10205,3,PayPay,福岡,30615
334,9672,2025-04-05,672,食品,8785,2,銀行振込,名古屋,17570
335,5833,2024-05-19,444,家電,8797,1,銀行振込,大阪,8797
336,7683,2024-10-03,829,書籍,3539,2,現金,東京,7078
337,8160,2024-06-30,510,衣類,18389,3,現金,名古屋,55167
338,3767,2024-11-21,300,食品,6286,1,楽天ペイ,大阪,6286
339,4583,2025-04-29,548,食品,13059,4,PayPay,名古屋,52236
340,1511,2025-04-16,176,家具,15798,2,楽天ペイ,札幌,31596
341,1427,2024-09-17,760,衣類,4299,3,楽天ペイ,福岡,12897
342,7549,2024-06-24,928,書籍,13688,2,PayPay,大阪,27376
343,1639,2024-06-26,771,家具,6854,3,現金,福岡,20562
344,8244,2024-12-21,973,書籍,5913,1,PayPay,福岡,5913
345,5316,2025-03-18,739,書籍,8461,4,クレジットカード,東京,33844
346,9012,2024-11-12,678,衣類,5640,3,クレジットカード,名古屋,16920
347,3041,2024-12-11,500,家電,11715,2,クレジットカード,名古屋,23430
348,6017,2024-06-27,616,衣類,13754,1,楽天ペイ,札幌,13754
349,6117,2024-09-07,621,家電,17310,4,クレジットカード,福岡,69240
350,5900,2024-07-18,472,書籍,5788,3,PayPay,大阪,17364
351,6255,2024-08-29,686,家電,19153,2,楽天ペイ,福岡,38306
352,7100,2025-02-04,822,書籍,3971,3,楽天ペイ,名古屋,11913
353,3060,2024-09-08,732,家電,8606,4,現金,福岡,34424
354,2440,2025-01-18,911,家電,18968,2,クレジットカード,東京,37936
355,1079,2024-08-28,710,書籍,17048,2,クレジットカード,東京,34096
356,7274,2024-12-02,195,書籍,16705,1,クレジットカード,札幌,16705
357,4745,2024-08-15,488,書籍,4933,1,クレジットカード,福岡,4933
358,1282,2024-11-29,829,家具,18549,3,銀行振込,東京,55647
359,6134,2025-03-05,668,書籍,8576,2,クレジットカード,福岡,17152
360,3126,2025-02-05,195,食品,11939,1,現金,福岡,11939
361,1843,2025-02-11,283,食品,18443,3,クレジットカード,札幌,55329
362,5944,2024-11-28,413,書籍,12430,4,現金,大阪,49720
363,9642,2024-08-02,219,衣類,5533,1,クレジットカード,大阪,5533
364,1866,2025-04-05,818,家具,14712,4,クレジットカード,名古屋,58848
365,3276,2025-03-28,183,書籍,3821,2,楽天ペイ,名古屋,7642
366,9431,2024-06-05,549,家具,14268,2,クレジットカード,東京,28536
367,8600,2024-12-30,219,家具,4840,1,現金,東京,4840
368,5644,2024-11-01,707,書籍,15047,2,PayPay,東京,30094
369,8800,2025-02-21,738,食品,19477,3,銀行振込,東京,58431
370,5102,2025-03-31,912,家電,17443,2,現金,大阪,34886
371,8950,2025-01-06,934,家具,16659,3,銀行振込,札幌,49977
372,5061,2025-04-28,807,書籍,4408,1,クレジットカード,東京,4408
373,2577,2024-10-11,641,家具,9037,3,現金,大阪,27111
374,2554,2025-02-21,613,食品,7004,2,楽天ペイ,福岡,14008
375,5144,2024-12-13,906,家電,8081,4,現金,札幌,32324
376,9400,2024-05-08,200,食品,15848,3,クレジットカード,福岡,47544
377,2493,2024-11-11,390,家具,17054,3,PayPay,大阪,51162
378,9617,2024-11-22,368,食品,14877,4,現金,福岡,59508
379,4343,2024-10-07,882,食品,11612,3,楽天ペイ,大阪,34836
380,3332,2024-11-09,836,衣類,19085,3,銀行振込,大阪,57255
381,8339,2024-12-06,199,食品,16761,1,銀行振込,大阪,16761
382,7929,2025-04-30,582,家電,17014,3,銀行振込,福岡,51042
383,5515,2024-09-03,608,書籍,15800,3,銀行振込,福岡,47400
384,9019,2024-08-04,924,家具,1182,1,現金,大阪,1182
385,8805,2024-05-10,965,書籍,6404,1,楽天ペイ,名古屋,6404
386,7575,2024-11-30,422,衣類,16987,3,PayPay,大阪,50961
387,9942,2025-01-17,941,家電,3333,4,楽天ペイ,名古屋,13332
388,2337,2025-03-22,189,衣類,7322,2,クレジットカード,東京,14644
389,7876,2024-07-21,513,家電,2181,4,楽天ペイ,東京,8724
390,4480,2025-02-03,149,衣類,4801,2,銀行振込,大阪,9602
391,5125,2025-01-23,117,衣類,11489,4,現金,福岡,45956
392,1113,2024-07-16,365,家電,17211,1,クレジットカード,大阪,17211
393,2771,2025-04-08,465,衣類,17221,1,PayPay,札幌,17221
394,4336,2025-03-24,844,家電,7272,4,銀行振込,福岡,29088
395,9421,2025-03-05,759,書籍,14095,3,PayPay,福岡,42285
396,3253,2024-05-21,312,衣類,3102,4,銀行振込,名古屋,12408
